S. No.,Sr_No,Region_Nam,Region_Cod,Subdivisio,SubDiv_Cod,Unique_Stn,State_Name,State_Code,District_N,District_C,Block_Name,Block_code,Station_Name,Station_Code,Station_Ty,Latitude,Longitude,RMC_MC,RMC_MC_ID,SUBBASIN,BASIN,FMO,FMO_Code,River_Basin_Code,UIN
496,4982,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0113,WEST BENGAL,20711,MALDA,20711004,Habibpur,2071100406,HABIBPUR,2.0711E+12,ORG,25,88.3,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
497,4983,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0114,WEST BENGAL,20711,MALDA,20711004,Harischandrapur-I,2071100407,HARISH CHANDRAPUR,2.0711E+12,ORG,25.42,87.88,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
498,4984,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0115,WEST BENGAL,20711,MALDA,20711004,Harischandrapur-II,2071100408,CHANCHAL,2.0711E+12,ORG,25.333333,87.916667,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
499,4985,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0117,WEST BENGAL,20711,MALDA,20711004,Maldah,2071100412,MALDA,2.0711E+12,ORG,25.033333,88.133333,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
500,4986,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0118,WEST BENGAL,20711,MALDA,20711004,Ratua-I,2071100414,RATUA ARG,2.0711E+12,ARG,25.183611,87.950277,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
501,4987,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0119,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Chopra,2071100501,CHOPRA,2.0711E+12,ORG,26.37,88.31,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
502,4988,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0120,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Chopra,2071100501,CHOPRA  ARG,2.0711E+12,ARG,26.358509,88.309578,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
503,4989,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0121,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Hemtabad,2071100504,HEMTABAD,2.0711E+12,ORG,25.67,88.22,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
504,4990,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0122,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Islampur,2071100505,ISLAMPUR,2.0711E+12,ORG,26.25,88.18,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
505,4991,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0123,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Itahar,2071100506,ITAHAR,2.0711E+12,ORG,25.45,88.18,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
506,4992,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0124,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Kaliaganj,2071100507,KALIAGANJ,2.0711E+12,ORG,25.63,88.31,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
507,4993,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0125,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Karandighi,2071100508,KARANDIGHI,2.0711E+12,ORG,25.81,87.91,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
508,4994,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0126,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Raiganj,2071100509,ITAHAR  ARG,2.0711E+12,ARG,25.752778,88.14,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
509,4995,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0127,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Raiganj,2071100509,RAIGANJ,2.0711E+12,ORG,25.655254,88.148756,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
510,4996,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0128,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Raiganj,2071100509,RAIGANJ (PTO),2.0711E+12,ORG,25.623611,88.136667,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
511,4997,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0129,WEST BENGAL,20711,NORTH DINAJPUR,20711005,Raiganj,2071100509,RAIGANJ AWS,2.0711E+12,AWS,25.623611,88.136667,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
512,4998,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0130,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Balurghat,2071100601,AMFU MAJHIAN,2.0711E+12,ORG,25.311675,88.767934,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
513,4999,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0131,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Balurghat,2071100601,BALURGHAT,2.0711E+12,ORG,25.216667,88.783333,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
514,5000,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0132,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Balurghat,2071100601,MAHINAGAR,2.0711E+12,ORG,25.26,88.78,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
515,5001,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0133,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Balurghat,2071100601,MAJHIAN  AGRO,2.0711E+12,AWS,25.3,88.8,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
516,5002,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0134,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Bansihari,2071100602,BANSHIHARI,2.0711E+12,ORG,25.39,88.43,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
517,5003,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0135,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Gangarampur,2071100603,GANGARAMPUR,2.0711E+12,ORG,25.383333,88.516667,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
518,5004,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0136,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Gangarampur,2071100603,GANGARAMPUR  ARG,2.0711E+12,ARG,25.405401,88.52002,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
519,5005,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0137,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Kumarganj,2071100606,KUMARGANJ,2.0711E+12,ORG,25.43,88.73,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
520,5006,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0138,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Kumarganj,2071100606,KUSHMUNDI,2.0711E+12,ORG,25.43,88.73,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
521,5007,EAST AND NORTH EAST INDIA,2,SHWB & SIKKIM,207,207SHS0139,WEST BENGAL,20711,SOUTH DINAJPUR,20711006,Tapan,2071100608,TAPAN,2.0711E+12,ORG,25.3,88.56,RMC KOLKATA,19,Mahananda,Ganga,PATNA,22,189,22189
458,4944,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0017,JHARKHAND,20504,CHATRA,20504002,Simaria,2050400211,SHILAICHAK,2.0504E+12,ORG,24.03,84.93,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
460,4946,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0057,JHARKHAND,20504,GARHWA,20504007,Garwa,2050400709,GARHWA,2.0504E+12,ORG,24.166667,83.8,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
461,4947,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0058,JHARKHAND,20504,GARHWA,20504007,Garwa,2050400709,GARHWA KVK AWS,2.0504E+12,AWS,24.155,83.7883,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
467,4953,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0074,JHARKHAND,20504,GUMLA,20504010,Bishunpur,2050401003,GUMLA BISHNUPUR KVK AWS,2.0504E+12,AWS,23.4363,84.3216,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
469,4955,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0114,JHARKHAND,20504,LATEHAR,20504015,Balumath,2050401501,BALUMATH,2.0504E+12,ORG,23.833333,84.783333,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
470,4956,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0115,JHARKHAND,20504,LATEHAR,20504015,Balumath,2050401501,LATEHAR BALUMAT KVK AWS,2.0504E+12,AWS,23.8344,84.7874,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
471,4957,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0116,JHARKHAND,20504,LATEHAR,20504015,Bariyatu,2050401502,BARIYATU,2.0504E+12,ORG,23.933333,84.816667,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
472,4958,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0118,JHARKHAND,20504,LATEHAR,20504015,Garu,2050401505,GARU,2.0504E+12,ORG,23.66,84.21,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
473,4959,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0119,JHARKHAND,20504,LATEHAR,20504015,Herhanj,2050401506,HERHANJ,2.0504E+12,ORG,23.92,84.6,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
474,4960,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0120,JHARKHAND,20504,LATEHAR,20504015,Latehar,2050401507,LATEHAR,2.0504E+12,ORG,23.75,84.5,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
475,4961,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0121,JHARKHAND,20504,LATEHAR,20504015,Latehar,2050401507,SARYU,2.0504E+12,ORG,23.73,84.5,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
476,4962,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0131,JHARKHAND,20504,PALAMU,20504018,Bishrampur,2050401801,BISHRAMPUR,2.0504E+12,ORG,24.25,83.933333,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
477,4963,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0132,JHARKHAND,20504,PALAMU,20504018,Chainpur,2050401802,CHAINPUR,2.0504E+12,ORG,24.02,84.04,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
478,4964,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0133,JHARKHAND,20504,PALAMU,20504018,Chainpur,2050401802,RAMGARH,2.0504E+12,ORG,23.88334,83.96741,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
481,4967,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0136,JHARKHAND,20504,PALAMU,20504018,Manatur,2050401807,MANATU,2.0504E+12,ORG,24.233333,84.4,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
482,4968,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0137,JHARKHAND,20504,PALAMU,20504018,Medininagar,2050401808,DALTONGANJ,2.0504E+12,ORG,24.05,84.066667,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
483,4969,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0138,JHARKHAND,20504,PALAMU,20504018,Medininagar,2050401808,PALAMU DTG KVK AWS,2.0504E+12,AWS,24.0141,84.1013,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
484,4970,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0139,JHARKHAND,20504,PALAMU,20504018,Nawabazar,2050401810,NAWA BAZAR,2.0504E+12,ORG,24.28,84.1,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
486,4972,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0141,JHARKHAND,20504,PALAMU,20504018,Nilambar-pitambarpur,2050401812,LESLIGANJ,2.0504E+12,ORG,24.02,84.2,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
487,4973,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0142,JHARKHAND,20504,PALAMU,20504018,Panki,2050401815,PANKI,2.0504E+12,ORG,24.05,84.466667,MC RANCHI,13,North Koel,Ganga,PATNA,22,191,22191
12,4498,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0015,BIHAR,20303,AURANGABAD,20303003,Aurangabad,2030300301,AURANGABAD,2.0303E+12,ORG,24.75,84.383333,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
18,4504,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0016,BIHAR,20303,AURANGABAD,20303003,Barun,2030300302,BARUN,2.0303E+12,ORG,24.8672,84.2206,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
28,4514,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0018,BIHAR,20303,AURANGABAD,20303003,Deo,2030300304,DEO,2.0303E+12,ORG,24.65,84.416667,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
33,4519,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0019,BIHAR,20303,AURANGABAD,20303003,Goh,2030300305,GOH,2.0303E+12,ORG,24.98559,84.646576,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
35,4521,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0012,BIHAR,20303,ARWAL,20303002,Karpl,2030300203,KARPI,2.0303E+12,ORG,25.1683,84.735,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
37,4523,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0013,BIHAR,20303,ARWAL,20303002,Karpl,2030300203,KINJAR,2.0303E+12,ORG,25.21,84.83,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
39,4525,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0014,BIHAR,20303,ARWAL,20303002,Karpl,2030300203,KURATHA,2.0303E+12,ORG,25.21,84.81,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
40,4526,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0020,BIHAR,20303,AURANGABAD,20303003,Kutumba,2030300307,KUTUMBA,2.0303E+12,ORG,24.629608,84.287293,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
41,4527,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0021,BIHAR,20303,AURANGABAD,20303003,Madanpur,2030300308,MADANPUR,2.0303E+12,ORG,24.6551,84.5875,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
43,4529,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0022,BIHAR,20303,AURANGABAD,20303003,Nahinagar,2030300309,NABINAGAR,2.0303E+12,ORG,24.6018,84.1292,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
45,4531,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0023,BIHAR,20303,AURANGABAD,20303003,Obra,2030300310,OBRA,2.0303E+12,ORG,24.885068,84.369167,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
46,4532,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0024,BIHAR,20303,AURANGABAD,20303003,Obra,2030300310,PALMERGANJ,2.0303E+12,ORG,24.933333,84.416667,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
47,4533,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0025,BIHAR,20303,AURANGABAD,20303003,Raflganj,2030300311,RAFIGANJ,2.0303E+12,ORG,24.8,84.633333,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
65,4551,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0074,BIHAR,20303,BHOJPUR,20303008,Barhara,2030300803,BARAHARA,2.0303E+12,ORG,25.68,84.72,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
66,4552,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0075,BIHAR,20303,BHOJPUR,20303008,Barhara,2030300803,BARHARA,2.0303E+12,ORG,25.673233,84.725397,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
109,4595,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0140,BIHAR,20303,GAYA,20303012,Gurua,2030301211,AMAS,2.0303E+12,ORG,24.615297,84.664095,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
111,4597,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0129,BIHAR,20303,GAYA,20303012,Banke bazar,2030301202,BANKEY BAZAR,2.0303E+12,ORG,24.516172,84.66797,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
113,4599,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0131,BIHAR,20303,GAYA,20303012,Belaganj,2030301204,BELAGANJ,2.0303E+12,ORG,24.978233,84.975367,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
116,4602,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0135,BIHAR,20303,GAYA,20303012,Dumaria,2030301207,DUMARIA,2.0303E+12,ORG,24.4427,84.3894,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
118,4604,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0137,BIHAR,20303,GAYA,20303012,Gaya town c. d. block,2030301209,GAYA AERO,2.0303E+12,ORG,24.75,84.95,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
119,4605,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0139,BIHAR,20303,GAYA,20303012,Guraru,2030301210,GURARU,2.0303E+12,ORG,24.81,84.79,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
120,4606,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0141,BIHAR,20303,GAYA,20303012,Gurua,2030301211,GURUA,2.0303E+12,ORG,24.66695,84.784327,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
121,4607,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0142,BIHAR,20303,GAYA,20303012,Imamganj,2030301212,IMAMGANJ,2.0303E+12,ORG,24.448688,84.580811,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
123,4609,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0144,BIHAR,20303,GAYA,20303012,Konch,2030301214,KONCH,2.0303E+12,ORG,24.930225,84.763381,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
127,4613,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0138,BIHAR,20303,GAYA,20303012,Gaya town c. d. block,2030301209,NAGAR,2.0303E+12,ORG,24.785705,84.972428,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
129,4615,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0148,BIHAR,20303,GAYA,20303012,Paraiya,2030301219,PARAIYA,2.0303E+12,ORG,24.813071,84.84563,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
130,4616,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0149,BIHAR,20303,GAYA,20303012,Sherghati,2030301220,SHERGHATI,2.0303E+12,ORG,24.55,84.8,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
132,4618,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0151,BIHAR,20303,GAYA,20303012,Tikari,2030301223,TEKARI,2.0303E+12,ORG,24.94,84.84,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
146,4632,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0168,BIHAR,20303,JAHANABAD,20303014,Kako,2030301404,GHOSI,2.0303E+12,ORG,25.16,85.09,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
148,4634,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0167,BIHAR,20303,JAHANABAD,20303014,Jahanabad,2030301403,JAHANABAD,2.0303E+12,ORG,25.216667,85,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
149,4635,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0169,BIHAR,20303,JAHANABAD,20303014,Kako,2030301404,KAKO,2.0303E+12,ORG,25.22,85.06,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
150,4636,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0171,BIHAR,20303,JAHANABAD,20303014,Ratni faridpur,2030301408,MAKHDUMPUR,2.0303E+12,ORG,25.15,84.883333,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
151,4637,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0170,BIHAR,20303,JAHANABAD,20303014,Modanganj,2030301407,MODANGANJ,2.0303E+12,ORG,25.241431,85.145233,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
152,4638,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0172,BIHAR,20303,JAHANABAD,20303014,Ratni faridpur,2030301408,RATNI FARIDPUR,2.0303E+12,ORG,25.151483,84.867524,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
289,4775,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0312,BIHAR,20303,PATNA,20303026,Bihta,2030302605,BIHTA,2.0303E+12,ORG,25.55,84.87,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
290,4776,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0313,BIHAR,20303,PATNA,20303026,Bikram,2030302606,BIKRAM,2.0303E+12,ORG,25.45,84.866667,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
291,4777,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0327,BIHAR,20303,PATNA,20303026,Patna rural,2030302620,DANAPUR,2.0303E+12,ORG,25.643459,85.062902,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
293,4779,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0314,BIHAR,20303,PATNA,20303026,Dhanarua,2030302607,DHANARUA,2.0303E+12,ORG,25.364714,85.135267,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
294,4780,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0317,BIHAR,20303,PATNA,20303026,Dulhin bazar,2030302610,DULHIN BAZZAR,2.0303E+12,ORG,25.390809,84.859486,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
298,4784,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0321,BIHAR,20303,PATNA,20303026,Maner,2030302614,MANER,2.0303E+12,ORG,25.631937,84.873492,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
299,4785,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0322,BIHAR,20303,PATNA,20303026,Masaurhi,2030302615,MASAURHI,2.0303E+12,ORG,25.362045,85.04122,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
301,4787,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0324,BIHAR,20303,PATNA,20303026,Naubatpur,2030302617,NAUBATPUR,2.0303E+12,ORG,25.478112,84.959484,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
302,4788,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0325,BIHAR,20303,PATNA,20303026,Paliganj,2030302618,PALIGANJ,2.0303E+12,ORG,25.3333,84.8073,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
304,4790,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0328,BIHAR,20303,PATNA,20303026,Patna rural,2030302620,PATNA AERODROME,2.0303E+12,ORG,25.6,85.1,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
305,4791,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0329,BIHAR,20303,PATNA,20303026,Patna rural,2030302620,PATNA SADAR,2.0303E+12,ORG,25.617508,85.15008,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
306,4792,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0330,BIHAR,20303,PATNA,20303026,Phulwari,2030302621,PHULWARI SHARIF,2.0303E+12,ORG,25.578849,85.076807,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
307,4793,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0316,BIHAR,20303,PATNA,20303026,Dinapur-cum-khaganl,2030302609,PUNPUN,2.0303E+12,ORG,25.619799,85.057776,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
308,4794,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0332,BIHAR,20303,PATNA,20303026,Sampatchal,2030302623,SAMPATCHAK,2.0303E+12,ORG,25.542127,85.179202,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
309,4795,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0331,BIHAR,20303,PATNA,20303026,Punpun,2030302622,SRIPALPUR,2.0303E+12,ORG,25.45,85.033333,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
360,4846,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0400,BIHAR,20303,SARAN,20303031,Dariapur,2030303104,DIGHWARA,2.0303E+12,ORG,25.7489,85.0082,MC PATNA,11,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
457,4943,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0016,JHARKHAND,20504,CHATRA,20504002,Shaligram ram narayanpur,2050400210,HUNTERGANJ,2.0504E+12,ORG,24.45,84.8,MC RANCHI,13,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
479,4965,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0134,JHARKHAND,20504,PALAMU,20504018,Hariharganj,2050401805,HARIHARGANJ,2.0504E+12,ORG,24.55,84.28,MC RANCHI,13,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
