S. No.,Sr_No,Region_Nam,Region_Cod,Subdivisio,SubDiv_Cod,Unique_Stn,State_Name,State_Code,District_N,District_C,Block_Name,Block_code,Station_Name,Station_Code,Station_Ty,Latitude,Longitude,RMC_MC,RMC_MC_ID,SUBBASIN,BASIN,FMO,FMO_Code,River_Basin_Code,UIN
485,4971,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0140,JHARKHAND,20504,PALAMU,20504018,Nawadiha,2050401811,NAUDIHA BAZAR,2.0504E+12,ORG,24.366667,84.283333,MC RANCHI,13,Punpun/Dhab Nadi,Ganga,PATNA,22,192,22192
11,4497,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0010,BIHAR,20303,ARWAL,20303002,Arwal,2030300201,ARWAL,2.0303E+12,ORG,25.233333,84.683333,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
27,4513,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0017,BIHAR,20303,AURANGABAD,20303003,Daudnagar,2030300303,DAUDNAGAR,2.0303E+12,ORG,25.05,84.4,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
34,4520,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0011,BIHAR,20303,ARWAL,20303002,Kaler,2030300202,KALER,2.0303E+12,ORG,25.122,84.4998,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
63,4549,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0072,BIHAR,20303,BHOJPUR,20303008,Agiaom,2030300801,AGIAON,2.0303E+12,ORG,25.3826,84.609985,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
64,4550,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0073,BIHAR,20303,BHOJPUR,20303008,Arrah,2030300802,ARRAH,2.0303E+12,ORG,25.537671,84.658395,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
67,4553,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0076,BIHAR,20303,BHOJPUR,20303008,Behea,2030300804,BIHIYAN,2.0303E+12,ORG,25.558122,84.451233,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
68,4554,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0077,BIHAR,20303,BHOJPUR,20303008,Charpolhari,2030300805,CHARPOKHIRI,2.0303E+12,ORG,25.3656,84.4885,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
69,4555,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0078,BIHAR,20303,BHOJPUR,20303008,Garhani,2030300806,GARHANI,2.0303E+12,ORG,25.404374,84.559136,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
70,4556,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0079,BIHAR,20303,BHOJPUR,20303008,Jagdishpur,2030300807,JAGDISHPUR,2.0303E+12,ORG,25.461104,84.417514,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
71,4557,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0080,BIHAR,20303,BHOJPUR,20303008,Koilwar,2030300808,KOILWAR,2.0303E+12,ORG,25.57,84.79,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
72,4558,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0081,BIHAR,20303,BHOJPUR,20303008,Piro,2030300809,PIRO,2.0303E+12,ORG,25.335861,84.41145,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
73,4559,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0082,BIHAR,20303,BHOJPUR,20303008,Sahar,2030300810,SAHAR,2.0303E+12,ORG,25.2479,84.6152,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
74,4560,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0083,BIHAR,20303,BHOJPUR,20303008,Sandesh,2030300811,SANDESH,2.0303E+12,ORG,25.4018,84.7407,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
75,4561,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0084,BIHAR,20303,BHOJPUR,20303008,Shahpur,2030300812,SHAHPUR,2.0303E+12,ORG,25.5954,84.3999,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
76,4562,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0085,BIHAR,20303,BHOJPUR,20303008,Tarari,2030300813,TARARI,2.0303E+12,ORG,25.205,84.4094,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
77,4563,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0086,BIHAR,20303,BHOJPUR,20303008,Udvant nagar,2030300814,UDWANTNAGAR,2.0303E+12,ORG,25.498795,84.625412,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
78,4564,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0087,BIHAR,20303,BUXAR,20303009,Barhampur,2030300901,BARHAMPUR,2.0303E+12,ORG,25.58,84.3,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
79,4565,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0090,BIHAR,20303,BUXAR,20303009,Changain,2030300904,CHAUGAI,2.0303E+12,ORG,25.476415,84.237074,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
325,4811,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0355,BIHAR,20303,ROHTAS,20303028,Karakat,2030302807,KARAKAT,2.0303E+12,ORG,25.119133,84.308589,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
326,4812,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0359,BIHAR,20303,ROHTAS,20303028,Naunatta,2030302811,NAUHATTA,2.0303E+12,ORG,24.55,83.8,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
327,4813,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0362,BIHAR,20303,ROHTAS,20303028,Rohtas,2030302814,ROHTAS,2.0303E+12,ORG,24.62,83.92,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
328,4814,EAST AND NORTH EAST INDIA,2,BIHAR,203,203BHR0368,BIHAR,20303,ROHTAS,20303028,Tilouthu,2030302819,TILOUTHU,2.0303E+12,ORG,24.81,84.091,MC PATNA,11,Sone,Ganga,PATNA,22,193,22193
459,4945,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0055,JHARKHAND,20504,GARHWA,20504007,Bhawanathpur,2050400703,BHAWNATHPUR,2.0504E+12,ORG,24.38,83.56,MC RANCHI,13,Sone,Ganga,PATNA,22,193,22193
480,4966,EAST AND NORTH EAST INDIA,2,JHARKHAND,205,205JHR0135,JHARKHAND,20504,PALAMU,20504018,Hussainabad,2050401806,JAPLA,2.0504E+12,ORG,24.53,83.99,MC RANCHI,13,Sone,Ganga,PATNA,22,193,22193
