Date,Name of Basin ,Name of Sub-Basin,QPF issued  valid for Day-1,QPF issued  valid for Day-2,QPF issued  valid for Day-3,QPF issued  valid for Day-4,QPF issued  valid for Day-5,QPF issued  valid for Day-6,QPF issued  valid for Day-7,Realized Rainfall in mm
17-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,KANHAR,0,0,0,0,0,0,0,0.0
17-Oct-2025,Ganga,UPPER SON,0,0,0,0,0,0,0,0.0
18-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
18-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
18-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
18-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
18-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
18-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0,0,0.1-10,0.0
18-Oct-2025,Ganga,KANHAR,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
18-Oct-2025,Ganga,UPPER SON,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
19-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0,0.0
19-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
19-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
19-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
19-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
19-Oct-2025,Ganga,NORTH KOEL,0,0,0,0.1-10,0.1-10,0,0.1-10,0.0
19-Oct-2025,Ganga,KANHAR,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
19-Oct-2025,Ganga,UPPER SON,0,0,0.1-10,0.1-10,0.1-10,0,0,0.0
20-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0,0.1-10,0.0
20-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
20-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
20-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
20-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
20-Oct-2025,Ganga,NORTH KOEL,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
20-Oct-2025,Ganga,KANHAR,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
20-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
21-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0.1-10,0.1-10,0.0
21-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
21-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
21-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
21-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0.1-10,0.1-10,0.0
21-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0.1-10,0,0.1-10,0.0
21-Oct-2025,Ganga,KANHAR,0,0,0,0.1-10,0.1-10,0,0.1-10,0.0
21-Oct-2025,Ganga,UPPER SON,0,0,0,0.1-10,0.1-10,0.1-10,0,0.0
22-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0.1-10,0,0.1-10,0.0
22-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0,0.0
22-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0,0.0
22-Oct-2025,Ganga,SON,0,0,0,0,0,0,0,0.0
22-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0,0,0.0
22-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0.1-10,0,0,0.0
22-Oct-2025,Ganga,KANHAR,0,0,0,0.1-10,0.1-10,0,0,0.0
22-Oct-2025,Ganga,UPPER SON,0,0,0,0.1-10,0.1-10,0.1-10,0,0.2
23-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,0.1-10,0.1-10,0.0
23-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0,0.1-10,0.0
23-Oct-2025,Ganga,GANDAK,0,0,0,0,0,0,0.1-10,0.0
23-Oct-2025,Ganga,SON,0,0,0,0,0,0.1-10,0.1-10,0.0
23-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0,0.1-10,0.1-10,0.0
23-Oct-2025,Ganga,NORTH KOEL,0,0,0,0.1-10,0,0.1-10,0.1-10,0.0
23-Oct-2025,Ganga,KANHAR,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
23-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,1.0
24-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,0,25-Nov,25-Nov,0.0
24-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0,0.1-10,25-Nov,0.0
24-Oct-2025,Ganga,GANDAK,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
24-Oct-2025,Ganga,SON,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
24-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0.1-10,25-Nov,0.1-10,0.0
24-Oct-2025,Ganga,NORTH KOEL,0,0,0,0,0.1-10,25-Nov,0.1-10,0.0
24-Oct-2025,Ganga,KANHAR,0,0.1-10,0.1-10,0,0.1-10,25-Nov,0.1-10,0.0
24-Oct-2025,Ganga,UPPER SON,0,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
25-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0,0,25-Nov,25-Nov,25-Nov,0.0
25-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0,0,0.1-10,25-Nov,25-Nov,0.0
25-Oct-2025,Ganga,GANDAK,0,0,0,0,0.1-10,25-Nov,25-Nov,0.0
25-Oct-2025,Ganga,SON,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
25-Oct-2025,Ganga,PUNPUN/DHAB NADI,0,0,0,0,0.1-10,0.1-10,0.1-10,0.0
25-Oct-2025,Ganga,NORTH KOEL,0,0,0,0.1-10,0.1-10,0.1-10,0.1-10,0.0
25-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
25-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.1-10,0.0
26-Oct-2025,Ganga,KOSI/MAHANANDA,0,0,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.7
26-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0.0
26-Oct-2025,Ganga,GANDAK,0,0,0,0.1-10,25-Nov,0.1-10,0,0.0
26-Oct-2025,Ganga,SON,0,0,0,0.1-10,25-Nov,0.1-10,0,0.0
26-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0,0.1-10,0.1-10,25-Nov,0.1-10,0,0.2
26-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0,0.3
26-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0,0.1
26-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,25-Nov,25-Nov,0.1-10,0,0.5
27-Oct-2025,Ganga,KOSI/MAHANANDA,0.1-10,0.1-10,0.1-10,25-Nov,26-37,25-Nov,0.1-10,0.0
27-Oct-2025,Ganga,BAGMATI/ADHWARA,0,0.1-10,0.1-10,25-Nov,26-37,0.1-10,0.1-10,0.0
27-Oct-2025,Ganga,GANDAK,0,0.1-10,0.1-10,25-Nov,26-37,0.1-10,0,0.0
27-Oct-2025,Ganga,SON,0.1-10,0.1-10,25-Nov,26-37,25-Nov,0,0,0.0
27-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,0.1-10,25-Nov,26-37,25-Nov,0.1-10,0,0.0
27-Oct-2025,Ganga,NORTH KOEL,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0,0,0.0
27-Oct-2025,Ganga,KANHAR,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0,0,0.1
27-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,0.1-10,25-Nov,0.1-10,0,0,2.7
28-Oct-2025,Ganga,KOSI/MAHANANDA,0,25-Nov,25-Nov,26-37,25-Nov,0.1-10,0,0.0
28-Oct-2025,Ganga,BAGMATI/ADHWARA,0.1-10,0.1-10,25-Nov,26-37,25-Nov,0.1-10,0,0.0
28-Oct-2025,Ganga,GANDAK,0.1-10,0.1-10,25-Nov,26-37,0.1-10,0,0,0.0
28-Oct-2025,Ganga,SON,0.1-10,25-Nov,26-37,25-Nov,0,0,0,0.1
28-Oct-2025,Ganga,PUNPUN/DHAB NADI,0.1-10,25-Nov,26-37,25-Nov,0.1-10,0,0,0.0
28-Oct-2025,Ganga,NORTH KOEL,0.1-10,25-Nov,25-Nov,0.1-10,0,0,0,0.0
28-Oct-2025,Ganga,KANHAR,0.1-10,25-Nov,25-Nov,0.1-10,0,0,0,0.1
28-Oct-2025,Ganga,UPPER SON,0.1-10,0.1-10,25-Nov,0.1-10,0,0,0,5.2
29-Oct-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
29-Oct-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
29-Oct-2025,Ganga,GANDAK,,,,,,,,
29-Oct-2025,Ganga,SON,,,,,,,,
29-Oct-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
29-Oct-2025,Ganga,NORTH KOEL,,,,,,,,
29-Oct-2025,Ganga,KANHAR,,,,,,,,
29-Oct-2025,Ganga,UPPER SON,,,,,,,,
30-Oct-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
30-Oct-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
30-Oct-2025,Ganga,GANDAK,,,,,,,,
30-Oct-2025,Ganga,SON,,,,,,,,
30-Oct-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
30-Oct-2025,Ganga,NORTH KOEL,,,,,,,,
30-Oct-2025,Ganga,KANHAR,,,,,,,,
30-Oct-2025,Ganga,UPPER SON,,,,,,,,
31-Oct-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
31-Oct-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
31-Oct-2025,Ganga,GANDAK,,,,,,,,
31-Oct-2025,Ganga,SON,,,,,,,,
31-Oct-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
31-Oct-2025,Ganga,NORTH KOEL,,,,,,,,
31-Oct-2025,Ganga,KANHAR,,,,,,,,
31-Oct-2025,Ganga,UPPER SON,,,,,,,,
01-Nov-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
01-Nov-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
01-Nov-2025,Ganga,GANDAK,,,,,,,,
01-Nov-2025,Ganga,SON,,,,,,,,
01-Nov-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
01-Nov-2025,Ganga,NORTH KOEL,,,,,,,,
01-Nov-2025,Ganga,KANHAR,,,,,,,,
01-Nov-2025,Ganga,UPPER SON,,,,,,,,
02-Nov-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
02-Nov-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
02-Nov-2025,Ganga,GANDAK,,,,,,,,
02-Nov-2025,Ganga,SON,,,,,,,,
02-Nov-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
02-Nov-2025,Ganga,NORTH KOEL,,,,,,,,
02-Nov-2025,Ganga,KANHAR,,,,,,,,
02-Nov-2025,Ganga,UPPER SON,,,,,,,,
03-Nov-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
03-Nov-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
03-Nov-2025,Ganga,GANDAK,,,,,,,,
03-Nov-2025,Ganga,SON,,,,,,,,
03-Nov-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
03-Nov-2025,Ganga,NORTH KOEL,,,,,,,,
03-Nov-2025,Ganga,KANHAR,,,,,,,,
03-Nov-2025,Ganga,UPPER SON,,,,,,,,
04-Nov-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
04-Nov-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
04-Nov-2025,Ganga,GANDAK,,,,,,,,
04-Nov-2025,Ganga,SON,,,,,,,,
04-Nov-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
04-Nov-2025,Ganga,NORTH KOEL,,,,,,,,
04-Nov-2025,Ganga,KANHAR,,,,,,,,
04-Nov-2025,Ganga,UPPER SON,,,,,,,,
05-Nov-2025,Ganga,KOSI/MAHANANDA,,,,,,,,
05-Nov-2025,Ganga,BAGMATI/ADHWARA,,,,,,,,
05-Nov-2025,Ganga,GANDAK,,,,,,,,
05-Nov-2025,Ganga,SON,,,,,,,,
05-Nov-2025,Ganga,PUNPUN/DHAB NADI,,,,,,,,
05-Nov-2025,Ganga,NORTH KOEL,,,,,,,,
05-Nov-2025,Ganga,KANHAR,,,,,,,,
05-Nov-2025,Ganga,UPPER SON,,,,,,,,
